Surname,Name,Patronymic,Gender,BirthDate,Position,City,Address,Phone,Email
Сірко,Григорій,Степанович,Male,1944-10-08,Перекладач,селище Сокаль,"вулиця Маршрутна, буд. 822 кв. 549, Апостолове, 93955",+380 84 957-73-70,oleksandr61@example.net
Іващенко,Андрій,Ігорович,Male,1972-11-20,Кушнір,селище Глухів,"парк Крушельницької, буд. 144, Феодосія, 85415",768 18 80,tsiupaavrelii@example.org
Адаменко,Олесь,Богданович,Male,1993-01-15,Гірник,хутір Мукачево,"сквер Розумовський 1-й, буд. 44, Переяслав, 05940",048 982-73-49,bkabanenko@example.net
Деревʼянко,Давид,Євгенович,Male,2009-06-04,Електрик,місто Новоазовськ,"проспект Кастуся Калиновського, буд. 92 кв. 828, Василівка, 72161",+380 30 842-08-75,balabanpriska@example.org
Чарниш,Трохим,Ярославович,Male,1972-10-09,Машиніст,місто Моспине,"набережна Керченська, буд. 13 кв. 98, Олександрівськ, 97170",+380 72 254 09 88,iustymkorolenko@example.com
Сімашкевич,Ігнат,Васильович,Male,1976-04-02,Промисловець,селище Мерефа,"парк Посівна, буд. 340, Ніжин, 95899",018 142-92-22,falekseienko@example.net
Штепа,Пармен,Сергійович,Male,1998-11-20,Режисер,село Родинське,"парк Миколи Куліша, буд. 60 кв. 5, Хоростків, 64188",+380 05 507-90-64,viktoriiashakhrai@example.org
Яремко,Болеслав,Петрович,Male,1984-07-12,Акушер,село Синельникове,"шосе Проїзний 2-й, буд. 1 кв. 43, Брянка, 74199",891-39-00,tarasdankiv@example.net
Даниленко,Богодар,Романович,Male,1992-01-07,Скульптор,село Берислав,"проспект Хімічний 2-й, буд. 104 кв. 1, Саки, 82566",363 16 17,mperebyinis@example.com
Лавренко,Леонтій,Володимирович,Male,1948-12-02,Флорист,село Обухів,"узвіз Проектний 5-й, буд. 7, Корець, 85219",565 23 91,fedirandriievych@example.com
Чубай,Григорій,Максимович,Male,1945-08-05,Футболіст,село Сміла,"парк Жасминна, буд. 235 кв. 3, Деражня, 41358",092 432-23-26,kyrylo24@example.org
Сірко,Герман,Григорович,Male,1960-07-08,Електрослюсар,місто Коростишів,"площа Складська, буд. 2 кв. 6, Кам'янка-Дніпровська, 55450",+380 (36) 274-91-60,frantsvalenko@example.org
Карпа,Стефан,Ярославович,Male,1974-11-04,Лікар,місто Перещепине,"вулиця Маріупольська, буд. 0 кв. 958, Южноукраїнськ, 46157",032 222-66-21,olehmykytiuk@example.org
Андрійович,Семен,Петрович,Male,1944-11-23,Флорист,хутір Тисмениця,"узвіз Агрономічна, буд. 883, Обухів, 62725",+380 27 523 88 77,vladyslav44@example.net
Ґалаґан,Устим,Олександрович,Male,2000-06-13,Історик,селище Рудки,"узвіз Ольгіївська, буд. 6 кв. 0, Звенигородка, 35064",+380 84 403 94 47,jparasiuk@example.org
Назаренко,Петро,Романович,Male,1959-12-27,Модель,селище Глобине,"вулиця Просвіти, буд. 6 кв. 61, Новоград-Волинський, 41470",+380 09 899-85-66,onysymzaiets@example.com
Ємельяненко,Віктор,Арсенович,Male,1945-04-08,Електротехнік,село Федорівка,"вулиця Мостовий, буд. 441, Перещепине, 47058",009 905 61 72,tkachenkoalevtyn@example.net
Худобʼяк,Давид,Степанович,Male,1993-03-27,Археолог,місто Синельникове,"шосе Трамвайна, буд. 536, Новодружеськ, 24481",073 40 14,wdemianchuk@example.org
Супруненко,Сергій,Іванович,Male,1944-10-08,Композитор,хутір Інкерман,"площа Полуничний, буд. 2, Дергачі, 05963",+380 65 788-00-48,nestorsymonenko@example.net
Цибуленко,Юхим,Іванович,Male,1999-08-29,Паблік рилейшнз,селище Іловайськ,"сквер Танкістів, буд. 3 кв. 80, Решетилівка, 81635",+380 88 722-08-83,rteslenko@example.net
Сірченко,Борислав,Андрійович,Male,2001-06-25,Лікар,село Полонне,"проспект Аеропортівський 2-й, буд. 419, Кадіївка, 35787",+380 23 255-56-50,ada10@example.net
Тарасенко,Омелян,Миколайович,Male,1995-12-02,Дипломат,місто Самар,"проспект Леонтовича, буд. 47, Перемишляни, 07572",+380 22 576 55 01,ostapdrobiazko@example.org
Левченко,Дмитро,Богданович,Male,1957-03-19,Журналіст,хутір Старий Крим,"узвіз Пантелеймонівська, буд. 253, Вилкове, 97995",+380 (13) 600-89-65,lubenetsviacheslav@example.net
Жук,Веніямин,Ігорович,Male,1998-06-29,Письменник,селище Заводське,"узвіз Сабанський, буд. 3, Середина-Буда, 76790",044 303-14-11,zubkoanastasiia@example.org
Затовканюк,Дан,Васильович,Male,1944-08-07,Детектив,місто Білгород-Дністровський,"парк Лузанівська, буд. 046 кв. 932, Канів, 14017",+380 (98) 477-91-91,khrystenkomariana@example.net
Жадан,Олександр,Миколайович,Male,1993-07-24,Агроном,хутір Жашків,"набережна Локомотивна, буд. 832, Лисичанськ, 99955",037 159 21 62,leopold50@example.com
Рудик,Микита,Миколайович,Male,1973-10-21,Фізик,місто Кременець,"шосе Історія Футболу, буд. 56, Жидачів, 47579",136-86-78,dashkevychiakiv@example.org
Жученко,Степан,Дмитрович,Male,1979-04-04,Штукатур,хутір Миронівка,"набережна Металістів, буд. 0 кв. 13, Гірське, 43232",+380 19 654-58-09,parmen90@example.org
Бандура,Азар,Петрович,Male,1961-07-18,Юрист,селище Славута,"парк Добровольців, буд. 0, Охтирка, 94448",+380 20 021 83 76,pavlykleonid@example.org
Ґоляш,Петро,Андрійович,Male,1974-12-16,Єгер,селище Калуш,"площа Студентський, буд. 78 кв. 81, Великі Мости, 43345",+380 24 679-89-31,barabashmarko@example.net
Лукаш,Станіслав,Григорович,Male,1938-10-23,Краєзнавець,селище Богодухів,"набережна Осипова, буд. 5 кв. 741, Жовті Води, 30682",073 767 19 80,anastasiia89@example.net
Гриценко,Аарон,Максимович,Male,2000-10-12,Психолог,село Путивль,"шосе Стороженка Олега, буд. 0, Кальміуське, 54457",012 92 19,maksym79@example.net
Демʼянчук,Леопольд,Григорович,Male,1961-07-25,Золотар,місто Перещепине,"площа Мечникова, буд. 43 кв. 2, Миронівка, 45533",022 660 74 31,babaksolomiia@example.com
Масоха,Гордій,Ярославович,Male,1968-05-24,Антрополог,хутір Обухів,"парк Пересипська 3-тя, буд. 430 кв. 533, Новодністровськ, 12318",+380 67 248-29-48,maksymbandurka@example.org
Титаренко,Арсен,Ярославович,Male,1953-11-13,Краєзнавець,селище Жданівка,"парк Каменярів, буд. 43 кв. 655, Мерефа, 52790",531 41 27,kyrylo77@example.com
Заєць,Адам,Олегович,Male,1946-12-08,Намотувальник,село Олександрівськ,"сквер Жевахова, буд. 5, Ківерці, 04913",+380 86 547-03-71,korzhiukhym@example.net
Коваленко,Гаврило,Романович,Male,1963-09-06,Мікробіолог,хутір Деражня,"парк Лузанівка, буд. 7 кв. 97, Овруч, 16585",007-89-37,otsybulenko@example.com
Філіпенко,Владислав,Володимирович,Male,2001-05-18,Ботанік,хутір Баранівка,"проспект Лінія 45-та, буд. 8 кв. 1, Путивль, 40506",176 99 08,kkopytko@example.org
Давимука,Віталій,Романович,Male,1987-05-29,Літературознавець,хутір Буськ,"шосе Усатівська, буд. 564, Українка, 60147",+380 96 518-49-65,arsen75@example.org
Олійник,Руслан,Петрович,Male,1998-04-01,Журналіст,село Володимир-Волинський,"шосе Пересипський 1-й, буд. 436, Валки, 47949",042 095 83 85,ieva77@example.com
Шило,Ярема,Богданович,Male,1981-12-04,Бізнесмен,селище Українськ,"площа Світанку, буд. 983 кв. 4, Пирятин, 34472",072 121-53-64,fesenkoserhii@example.net
